time_modified,editors_choice,category,title,url,uuid,description,shipping,time_published,hotness,price,picture_url
2018-01-07T12:50:33-05:00,,PERSONAL CARE,Tseoa 12-Piece Manicure Set,https://www.dealnews.com/Tseoa-12-Piece-Manicure-Set-for-5-free-shipping-w-Prime/2173370.html,2173370,"Tseoa Direct via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173370"">Tseoa 12-Piece Manicure Set</a> for <strong>$5.45</strong> with <b>free shipping</b>. That's tied with our October mention as the lowest price we've seen. (It's the best today by $2.) The set includes cuticle nippers, nail clippers, nail scissors, and ear pick. Deal ends February 15.",free shipping w/ Prime,,4,$5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/scd3autjy1jjid3stgmu"
2018-01-07T12:38:30-05:00,,ACTIVEWEAR,Lapasa Women's Yoga Pants,https://www.dealnews.com/Lapasa-Womens-Yoga-Pants-for-7-free-shipping-w-Prime/2173376.html,2173376,"ASAS.USA via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173376"">Lapasa Women's Yoga Pants</a> in Jade for $9.99. Coupon code ""Q7ZKBORN"" cuts it to <strong>$7.49</strong>. With <strong>free shipping</strong> for Prime members, that's $3 off list and the lowest price we could find. They're available in sizes M to XL. Deal ends January 31.<br>
<br>
Note: They're available in a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099165,2173376"">wider selection</a> of sizes and colors for <strong>$14.99</strong> via the same code as above.",free shipping w/ Prime,,3,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/malbpw0qxwmi0axzykpc"
2018-01-07T13:00:24-05:00,,JEWELRY,Austrian Crystal Tennis Bracelet 5-Pack,https://www.dealnews.com/Austrian-Crystal-Tennis-Bracelet-5-Pack-for-10-free-shipping/2173391.html,2173391,"Win Pearl offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173391"">Austrian Crystal Tennis Bracelet 5-Pack</a> for $46.99. Coupon code ""dealnews78"" cuts that to <strong>$10.34</strong>. With <strong>free shipping</strong>, that's $4 under our November mention, $40 off, and the lowest price we could find. It includes five different styles. Deal ends January 10.",free shipping,,3,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aowuhrncprnejpdhuqqi"
2018-01-07T12:56:11-05:00,,TOOLS & HARDWARE,Kitclan Magnet Wristband,https://www.dealnews.com/Kitclan-Magnet-Wristband-for-9-free-shipping-w-Prime/2173385.html,2173385,"Kitclan via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173385"">Kitclan Magnet Wristband</a> for $12.99. Coupon code ""LVX6HH39"" cuts it to <strong>$8.70</strong>. With <strong>free shipping</strong> for Prime members, that's $4 off list and the lowest price we could find. It features an adjustable velcro strap, 1,680-denier ballistic polyester construction, and five powerful magnets. Deal ends January 9.",free shipping w/ Prime,,3,$9,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uxoi76moaf0lbizoh1d9"
2018-01-07T12:50:16-05:00,,TOOLS & HARDWARE,Tacklife Stainless Steel Digital Caliper,https://www.dealnews.com/Tacklife-Stainless-Steel-Digital-Caliper-for-13-free-shipping-w-Prime/2173379.html,2173379,"Tacklife Direct via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173379"">Tacklife Stainless Steel Digital Caliper</a> for $17.97. Coupon code ""64GTMDPV"" cuts it to <strong>$12.58</strong>. With <strong>free shipping</strong> for Prime members, that's $4 under our mention from last November and the lowest price we could find by $16. It features three measuring modes and an LCD screen. Deal ends January 10.",free shipping w/ Prime,,3,$13,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x7wdqlaleqgpfunrue2e"
2018-01-07T12:49:23-05:00,,TOOLS & HARDWARE,Tacklife EM02 Classic Power Meter,https://www.dealnews.com/Tacklife-EM02-Classic-Power-Meter-for-15-free-shipping-w-Prime/2173382.html,2173382,"Tacklife via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173382"">Tacklife EM02 Classic Power Meter</a> for $19.97. Coupon code ""XML7D4EH"" cuts it to <strong>$14.78</strong>. With <strong>free shipping</strong> for Prime members, that's a buck under our mention from last September and the lowest price we could find today by $10. It features an LCD display, four controlling buttons, overload protection, and data hold. Deal ends January 10.",free shipping w/ Prime,,4,$15,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vnsuuncf2hgmkvsidqp5"
2018-01-07T12:48:09-05:00,True,KNIVES & MULTITOOLS,Tacklife 12-in-1 Stainless Steel Multi-Pliers,https://www.dealnews.com/Tacklife-12-in-1-Stainless-Steel-Multi-Pliers-for-6-free-shipping-w-Prime/2173388.html,2173388,"TacklifeDirect via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173388"">Tacklife Advanced 12-in-1 Stainless Steel Multi-Pliers</a> in All Metal for <b>$5.97</b> with <strong>free shipping</strong>. That's $3 under our mention from three days ago, $22 off list, and the lowest price we've seen. It includes a carrying case.",free shipping w/ Prime,,4,$6,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eb3crqomzovj7yqgztkg"
2018-01-07T12:55:24-05:00,,BABIES & KIDS ITEMS,Dr. Meter Soft Baby Proof Corner Guard 24pk,https://www.dealnews.com/Dr.-Meter-Soft-Baby-Proof-Corner-Guard-24-pk-for-6-free-shipping-w-Prime/2173367.html,2173367,"Thousand Shore Inc. via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173367"">Dr. Meter Soft Baby Proofing Corner Guards 24-Pack</a> for $10.99. Coupon code ""BDB8MBVX"" cuts it to <strong>$6</strong>. With <strong>free shipping</strong> for Prime members, that's $5 off list and the lowest price we could find. It includes 12 L-shaped corner guards and 12 ball-shaped corner guards. Deal ends January 12.",free shipping w/ Prime,,3,$6,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ah52s9gxvvwwgqnpxdpg"
2018-01-07T12:47:34-05:00,True,MAGAZINES,Harper's Bazaar 1-Year Subscription,https://www.dealnews.com/Harpers-Bazaar-1-Year-Subscription-10-issues-for-free/2173364.html,2173364,"Mercury Magazines offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173364"">Harper's Bazaar 1-Year Subscription</a> (10 issues) for <strong>free</strong> when you fill out a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099159,2173364"">short form</a>. That's tied with our September mention and the lowest price we could find by $15 today.",,,3,10 issues for free,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iecywupno3btezp2q2yc"
,,CREDIT CARDS,Chase Sapphire Preferred® Card,"https://www.dealnews.com/lw/click.html?20,2,2171954",2171954,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171954"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096825,2171954"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096828,2171954"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,2018-01-04T14:27:34-05:00,,"50,000 bonus points","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap"
2018-01-07T12:56:57-05:00,,PC GAMES,Rocket League for PC,https://www.dealnews.com/Rocket-League-for-PC-for-8/2173361.html,2173361,"CDKeys offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173361"">Rocket League for Windows</a> for <strong>$7.89</strong>. That's the best price we could find for this soccer-meets-driving game by $8, although it was pennies less two weeks ago.<br>
<br>
Note: New customers can provide an email address on the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099156,2173361"">CDKeys Facebook page</a> to get a unique coupon code that cuts an extra 5% off.",,,2,$8,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/r7hqvdsmyhyxvz1cfwsd"
2018-01-07T12:46:53-05:00,True,HEATERS,"Electric Fireplace with 44"" Mantle",https://www.dealnews.com/Electric-Fireplace-with-44-Mantle-for-117-pickup-at-Walmart/2173358.html,2173358,"Walmart offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173358"">Electric Fireplace with 44"" Mantle</a> in Black for $119. Opt for in-store <strong>pickup</strong> to drop it to <b>$116.91</b>. (You can also opt for free shipping if you aren't interested in the pickup discount.) That's $10 under our mention from a week ago, $64 off list, and the lowest price we've seen. This 3,750-BTU fireplace is designed to heat rooms up to 325 square feet.",pickup at Walmart,,3,$117,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zqd6ynhq0oavkswgccml"
2018-01-07T12:46:40-05:00,True,CAMPING & OUTDOORS,LifeStraw Mission Water Purification System,https://www.dealnews.com/Life-Straw-Mission-Water-Purification-System-for-75-w-Prime-free-shipping/2173346.html,2173346,"Exclusively for Prime members, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173346"">LifeStraw Mission Water Purification System</a> for <strong>$74.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $55. This BPA-free device enables you to safely drink contaminated water. It purports to remove almost 100% of waterborne bacteria and protozoan parasites and will filter up to 18,000 liters of water.",free shipping,,3,$75 w/Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fmoaln8sc5kj5luqtj89"
2018-01-07T12:46:31-05:00,True,SMALL APPLIANCES,Breville Juice Fountain Plus Juice Extractor,https://www.dealnews.com/Breville-Juice-Fountain-Plus-Juice-Extractor-for-90-free-shipping/2173343.html,2173343,"Bloomingdale's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173343"">Breville Juice Fountain Plus 850-watt Juice Extractor</a> for <strong>$89.99</strong>. Plus, Loyallist members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099138,2173343"">join</a>.) That's the lowest price we could find by $12. It features an 850-watt dual-speed motor, stainless-steel cutting disc, safety locking, and dishwasher-safe parts.",free shipping,,3,$90,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mwlttt7mvan0fz2iyiwo"
2018-01-07T12:44:38-05:00,,SWEATSHIRTS & HOODIES,Nike Men's Therma Fit KO Crew Shirt,https://www.dealnews.com/Nike-Mens-Therma-Fit-KO-Crew-Shirt-for-20-free-shipping/2173316.html,2173316,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173316"">Nike Men's Therma Fit KO Crew Shirt</a> in several colors (Black pictured) for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $35 off and the lowest price we could find. It's available in sizes <del>XS to 3XL</del> L to XXL.",free shipping,,5,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e6rkfcx7ntkd5lim4vij"
2018-01-07T12:44:02-05:00,,ACCESSORIES,Alpine Swiss Men's Leather Zip Around Wallet,https://www.dealnews.com/Alpine-Swiss-Mens-Leather-Zip-Around-Wallet-for-13-free-shipping-w-Prime/2173262.html,2173262,"Alpine Swiss Store via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173262"">Alpine Swiss Men's Leather Zip Around Wallet</a> in several colors (Antique Brown pictured) for <strong>$12.74</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2. It features a zipper closure, card case, and two separate bill compartments.",free shipping w/ Prime,,5,$13,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/az6txmeyrkibi9kc9rse"
,,MORNING JOLT,Top 5 Deals You Need to Know This Morning: A Dyson at Its Lowest Price,https://www.dealnews.com/features/morning-jolt/,2172479,"Today you can make the idea of vacuuming a little more bearable by saving big on a Dyson. Check out this offer and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.",,2018-01-05T08:57:39-05:00,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eydnkwj9d9743wiygij5"
,,CONSUMER NEWS,"Oops! Apple Messed Up, But You Can Get a MUCH Cheaper Battery Out Of It",https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html,2168330,"Recently it came to light that Apple has been slowing down batteries on older iPhones. Not surprisingly, users were unhappy with this news. But now, <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html"">Apple is trying to make things right</a> and regain their customers' trust.",,2018-01-04T08:00:01-05:00,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rieekggkcdqqy9agpg6y"
,,BUYING GUIDES,8 Smart Ways to Save on Exercise Equipment,https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html,2167652,"If your goal is to tone up and slim down this year, there are several ways to get the fitness equipment you need without breaking the bank. Check out our <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html"">tips to help you save on exercise equipment</a>, so you can stick to that resolution and get in shape.",,2018-01-03T08:00:01-05:00,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wzmnqilohazg7aox514i"
,,FINANCIAL SERVICES,Liberty Mutual Auto Insurance,"https://www.dealnews.com/lw/click.html?20,2,2173256",2173256,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173256"">Liberty Mutual</a> offers discounted rates on policies for teen drivers. You may qualify for rate reductions if your teen is:
<ul>
 <li>Under the age of 21 and completes a qualifying driver training program
 </li>
 <li>living at a school more than 100 miles from your home and occasionally drives your vehicle
 </li>
 <li>under the age of 25, who achieve at least a B (3.0) average
 </li>
</ul>",,2018-01-07T00:01:00-05:00,,Teen Discounts,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aq1sckhgbtxvj4gqbcxp"
,,WHAT TO BUY IN JANUARY,8 Things to Buy in January (and 3 Things to Wait On),https://www.dealnews.com/features/what-to-buy-in-january/,2165831,"Ready or not, 2018 is here! That means we're done with the holiday sales and on to the post-holiday sales. While you won't find everything on sale in January, some items are real bargains this time of year — like <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/what-to-buy-in-january/"">gym memberships, bedding, and hotel stays</a>.",,2018-01-01T08:00:01-05:00,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t2k4tzslohptmwxtpidu"
,,CREDIT CARDS,Southwest Rapid Rewards® Plus Credit Card,"https://www.dealnews.com/lw/click.html?20,2,2173211",2173211,"Sign up for a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173211"">Southwest Rapid Rewards® Plus Credit Card from Chase</a> and earn <strong>40,000 points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099024,2173211"">$1,000 or more</a> in the first three months your account is open. You'll also earn <strong>3,000 bonus points</strong> after your Cardmember anniversary. Plus, earn unlimited points that don't expire as long as your card account is open. Cardmembers earn 2 points per $1 spent on Southwest® purchases and Rapid Rewards® Hotel and Car Rental Partner purchases, and 1 point per $1 spent on all other purchases. There are no blackout dates or seat restrictions when you redeem with points. Finally, bags fly free® and there are no change fees. A $69 annual fee applies.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,2018-01-06T11:44:21-05:00,,"40,000 points","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bdvpkwrdh3pw8ey7wvmq"
,,CREDIT CARDS,Barclaycard Arrival Plus™ MasterCard®,"https://www.dealnews.com/lw/click.html?20,2,2173265",2173265,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173265"">Barclaycard Arrival Plus™ World MasterCard®</a> and earn <strong>40,000 Bonus Miles</strong> when you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099078,2173265"">$3,000 or more</a> on purchases in the first 90 days. (That equates to $400 off your next trip.) Plus, you <strong>earn 2 miles</strong> on all purchases and <strong>get 5% miles back</strong> every time you redeem for travel statement credits. Also, you'll get a <strong>0% introductory APR</strong> for 12 months on Balance Transfers made within 45 days of account opening. After that, a variable APR will apply, 17.24%, 21.24% or 24.24%, based on your creditworthiness. Please note, there is a fee for balance transfers. There's an $89 annual fee, <strong>waived for the first year</strong>, and <strong>no foreign transaction fees</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099081,2173265"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,2018-01-06T12:47:04-05:00,,"40,000 Bonus Miles","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ikii5iblmaajfhttb78y"
